own_it,card_number,card_name,rarity,exclusive_pack,type,hp,stage,pack_points,retreat_cost__effect,how_to_get
,A1 001,Bulbasaur,◇,Genetic Apex (A1)Mewtwo,Grass,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Vine Whip"", ""img_alts"": [""Grass"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 185,Dragonite,◇◇◇,Genetic Apex (A1)Mewtwo,Dragon,160,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Draco Meteor"", ""img_alts"": [""Water"", ""Lightning"", ""Colorless 2""], ""description"": ""1 of your opponent's Pokemon is chosen at random 4 times. For each time a Pokemon was chosen, do 50 damage to it.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 186,Pidgey,◇,Genetic Apex (A1)Mewtwo,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gust"", ""img_alts"": [""Colorless""], ""description"": ""10""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 187,Pidgeotto,◇,Genetic Apex (A1)Mewtwo,Colorless,80,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gust"", ""img_alts"": [""Colorless""], ""description"": ""30""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 188,Pidgeot,◇◇◇,Genetic Apex (A1)Mewtwo,Colorless,130,Stage 2,150  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Drive Off"", ""ability_text"": ""Drive Off Once during your turn, you may switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)"", ""attacks"": [{""name"": ""Wing Attack"", ""img_alts"": [""Colorless 2""], ""description"": ""70""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 189,Rattata,◇,Genetic Apex (A1)Any,Colorless,40,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gnaw"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 190,Raticate,◇,Genetic Apex (A1)Any,Colorless,80,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Bite"", ""img_alts"": [""Colorless""], ""description"": ""40""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 191,Spearow,◇,Genetic Apex (A1)Charizard,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Peck"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Genetic Apex (A1) Charizard packs
,A1 192,Fearow,◇,Genetic Apex (A1)Charizard,Colorless,100,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Drill Run"", ""img_alts"": [""Colorless 2""], ""description"": ""50 Flip a coin. If heads, discard a random Energy from your opponent's Active Pokemon.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 193,Jigglypuff,◇,Genetic Apex (A1)Pikachu,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Pound"", ""img_alts"": [""Colorless 2""], ""description"": ""30""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 194,Wigglytuff,◇,Genetic Apex (A1)Pikachu,Colorless,100,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hyper Voice"", ""img_alts"": [""Colorless 2""], ""description"": ""60""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 195,Wigglytuff ex,◇◇◇◇,Genetic Apex (A1)Pikachu,Colorless,140,Stage 1,500  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Sleepy Song"", ""img_alts"": [""Colorless 3""], ""description"": ""80 Your opponent's Active Pokemon is now Asleep.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 196,Meowth,◇,Genetic Apex (A1)Charizard,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Pay Day"", ""img_alts"": [""Colorless""], ""description"": ""10 Draw 1 card.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 197,Persian,◇◇,Genetic Apex (A1)Charizard,Colorless,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Shadow Claw"", ""img_alts"": [""Colorless 2""], ""description"": ""40 Flip a coin. If heads, discard a random card from your opponent's Active Pokemon.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 198,Farfetch'd,◇,Genetic Apex (A1)Any,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Leek Slap"", ""img_alts"": [""Colorless""], ""description"": ""40""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 199,Doduo,◇,Genetic Apex (A1)Any,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Peck"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 200,Dodrio,◇◇,Genetic Apex (A1)Any,Colorless,80,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Drill Peck"", ""img_alts"": [""Colorless""], ""description"": ""40""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 201,Lickitung,◇◇,Genetic Apex (A1)Mewtwo,Colorless,90,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Continuous Lick"", ""img_alts"": [""Colorless 3""], ""description"": ""60x Flip a coin until you get tails. This attack does 60 damage for each heads.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 202,Chansey,◇◇,Genetic Apex (A1)Pikachu,Colorless,120,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Gentle Slap"", ""img_alts"": [""Colorless 3""], ""description"": ""60""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 203,Kangaskhan,◇◇◇,Genetic Apex (A1)Charizard,Colorless,100,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Dizzy Punch"", ""img_alts"": [""Colorless""], ""description"": ""30x Flip 2 coins. This attack does 30 more damage for each heads.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 204,Tauros,◇◇,Genetic Apex (A1)Charizard,Colorless,100,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Horn Attack"", ""img_alts"": [""Colorless 2""], ""description"": ""50""}]}",Open Genetic Apex (A1) Charizard packs
,A1 205,Ditto,◇◇◇,Genetic Apex (A1)Mewtwo,Colorless,70,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Copy Anything"", ""img_alts"": [""Colorless""], ""description"": ""Choose 1 of your opponent's Pokemon's attacks and use it as this attack. If this Pokemon doesn't have the necessary Energy to use that attack, this attack does nothing.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 206,Eevee,◇,Genetic Apex (A1)Charizard,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Genetic Apex (A1) Charizard packs
,A1 207,Eevee,◇,Genetic Apex (A1)Mewtwo,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 208,Eevee,◇,Genetic Apex (A1)Pikachu,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 209,Porygon,◇◇,Genetic Apex (A1)Mewtwo,Colorless,50,Basic,70  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": ""Data Scan"", ""ability_text"": ""Data Scan Once during your turn, you may look at the top card of your deck."", ""attacks"": [{""name"": ""Sharpen"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 210,Aerodactyl,◇◇◇,Genetic Apex (A1)Mewtwo,Colorless,100,Stage 1,150  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Primal Wingbeat"", ""img_alts"": [""Colorless 2""], ""description"": ""Flip a coin. If heads, your opponent shuffles their Active Pokemon back into their deck.""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 211,Snorlax,◇◇◇,Genetic Apex (A1)Pikachu,Colorless,150,Basic,150  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Rollout"", ""img_alts"": [""Colorless 4""], ""description"": ""70""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 212,Minccino,◇,Genetic Apex (A1)Any,Colorless,60,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tail Smack"", ""img_alts"": [""Colorless""], ""description"": ""20""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 213,Cinccino,◇◇,Genetic Apex (A1)Any,Colorless,90,Stage 1,70  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Do the Wave"", ""img_alts"": [""Colorless 3""], ""description"": ""30x This attack does 30 damage for each of your Benched Pokemon.""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 214,Wooloo,◇,Genetic Apex (A1)Any,Colorless,70,Basic,35  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tackle"", ""img_alts"": [""Colorless 2""], ""description"": ""30""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 215,Dubwool,◇,Genetic Apex (A1)Any,Colorless,120,Stage 1,35  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Rolling Tackle"", ""img_alts"": [""Colorless 3""], ""description"": ""80""}]}","Open either Genetic Apex (A1) Pikachu, Charizard or Mewtwo packs"
,A1 216,Helix Fossil,◇,Genetic Apex (A1)Pikachu,Item,N/A,N/A,35  Pts,"Play this card as if it were a 40-HP Basic Colorless Pokemon. At any time during your turn, you may discard this card from play. This card can't retreat.",Open Genetic Apex (A1) Pikachu packs
,A1 217,Dome Fossil,◇,Genetic Apex (A1)Charizard,Item,N/A,N/A,35  Pts,"Play this card as if it were a 40-HP Basic Colorless Pokemon. At any time during your turn, you may discard this card from play. This card can't retreat.",Open Genetic Apex (A1) Charizard packs
,A1 218,Old Amber,◇,Genetic Apex (A1)Mewtwo,Item,N/A,N/A,35  Pts,"Play this card as if it were a 40-HP Basic Colorless Pokemon. At any time during your turn, you may discard this card from play. This card can't retreat.",Open Genetic Apex (A1) Mewtwo packs
,A1 219,Erika,◇◇,Genetic Apex (A1)Charizard,Supporter,N/A,N/A,70  Pts,Heal 50 damage from 1 of your Grass Pokemon.,Open Genetic Apex (A1) Charizard packs
,A1 220,Misty,◇◇,Genetic Apex (A1)Pikachu,Supporter,N/A,N/A,70  Pts,"Choose 1 of your Water Pokemon, and flip a coin until you get tails. For each heads, take a Water Energy from your Energy Zone and attach it to that Pokemon.",Open Genetic Apex (A1) Pikachu packs
,A1 221,Blaine,◇◇,Genetic Apex (A1)Charizard,Supporter,N/A,N/A,70  Pts,"During this turn, attacks used by your Ninetales, Rapidash, or Magmar do +30 damage to your opponent's Active Pokemon.",Open Genetic Apex (A1) Charizard packs
,A1 222,Koga,◇◇,Genetic Apex (A1)Mewtwo,Supporter,N/A,N/A,70  Pts,Put your Muk or Weezing in the Active Spot into your hand.,Open Genetic Apex (A1) Mewtwo packs
,A1 223,Giovanni,◇◇,Genetic Apex (A1)Mewtwo,Supporter,N/A,N/A,70  Pts,"During this turn, attacks used by your Pokemon do +10 damage to your opponent's Active Pokemon.",Open Genetic Apex (A1) Mewtwo packs
,A1 224,Brock,◇◇,Genetic Apex (A1)Pikachu,Supporter,N/A,N/A,70  Pts,Take a Fighting Energy from your Energy Zone and attach it to Golem or Onix.,Open Genetic Apex (A1) Pikachu packs
,A1 225,Sabrina,◇◇,Genetic Apex (A1)Charizard,Supporter,N/A,N/A,70  Pts,Switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.),Open Genetic Apex (A1) Charizard packs
,A1 226,Lt. Surge,◇◇,Genetic Apex (A1)Pikachu,Supporter,N/A,N/A,70  Pts,"Move all Electric Energy from your Benched Pokemon to your Raichu, Electrode, or Electabuzz in the Active Spot.",Open Genetic Apex (A1) Pikachu packs
,A1 227,Bulbasaur,☆,Genetic Apex (A1)Mewtwo,Grass,70,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Vine Whip"", ""img_alts"": [""Grass"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Mewtwo packs
,A1 228,Gloom,☆,Genetic Apex (A1)Charizard,Grass,80,Stage 1,400  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Drool"", ""img_alts"": [""Grass"", ""Colorless""], ""description"": ""40""}]}",Open Genetic Apex (A1) Charizard packs
,A1 229,Pinsir,☆,Genetic Apex (A1)Charizard,Grass,90,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Double Horn"", ""img_alts"": [""Grass 2""], ""description"": ""50x Flip 2 coins. This attack does 50 damage for each heads.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 230,Charmander,☆,Genetic Apex (A1)Charizard,Fire,60,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Ember"", ""img_alts"": [""Fire""], ""description"": ""30 Discard a Fire Energy from this Pokemon.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 231,Rapidash,☆,Genetic Apex (A1)Charizard,Fire,100,Stage 1,400  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Fire Mane"", ""img_alts"": [""Fire""], ""description"": ""40""}]}",Open Genetic Apex (A1) Charizard packs
,A1 232,Squirtle,☆,Genetic Apex (A1)Pikachu,Water,60,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Water Gun"", ""img_alts"": [""Water""], ""description"": ""20""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 233,Gyarados,☆,Genetic Apex (A1)Pikachu,Water,150,Stage 1,400  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hyper Beam"", ""img_alts"": [""Water 4""], ""description"": ""100 Discard a random Energy from your opponent's Active Pokemon.""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 234,Lapras,☆,Genetic Apex (A1)Charizard,Water,100,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Hydro Pump"", ""img_alts"": [""Water""], ""description"": ""20 If this Pokemon has at least 3 extra Water Energy attached, this attack does 70 more damage.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 235,Electrode,☆,Genetic Apex (A1)Pikachu,Lightning,80,Stage 1,400  Pts,"{""stage"": ""Stage 1"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Electro Ball"", ""img_alts"": [""Lightning 2""], ""description"": ""70""}]}",Open Genetic Apex (A1) Pikachu packs
,A1 236,Alakazam,☆,Genetic Apex (A1)Charizard,Psychic,130,Stage 2,400  Pts,"{""stage"": ""Stage 2"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Psychic"", ""img_alts"": [""Psychic"", ""Colorless 2""], ""description"": ""60+ This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.""}]}",Open Genetic Apex (A1) Charizard packs
,A1 237,Slowpoke,☆,Genetic Apex (A1)Charizard,Psychic,70,Basic,400  Pts,"{""stage"": ""Basic"", ""retreat_cost"": ""Retreat Cost"", ""retreat_cost_img"": ""data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"", ""ability_name"": null, ""ability_text"": null, ""attacks"": [{""name"": ""Tail Whap"", ""img_alts"": [""Psychic"", ""Colorless""], ""description"": ""30""}]}",Open Genetic Apex (A1) Charizard packs
